,as_of,account,posted_at,tweet_id,text
7466,16:17.3,PvForecast,23/12/2022 14:51,1.6063E+18,AO NAO and PNA https://t.co/fLgazdQFoq
7467,16:17.3,PvForecast,23/12/2022 14:43,1.6063E+18,"#january2023 16 of 31 members have stronger vortex than average at the last forecast step (2023-01-07
#winter PV times ahead https://t.co/Wnxiy0QihN"
7468,16:17.3,peacockreports,23/12/2022 13:35,1.60628E+18,"Next week needs monitoring for the possibility of very inclement weather at times, as most models have at least one vigorous low swinging around the main one in the N. Atlantic &amp; crossing part of the UK.

Risks include excessive rainfall, strong winds on S side, snow on N side. https://t.co/R585w6XLgq"
7469,16:17.3,Met4CastUK,23/12/2022 12:28,1.60627E+18,"Not a bad shout at the time. 

The AAM has indeed turned negative as expected but the MJO cycle was much slower than forecast which means the blocking potential for early Jan now looks unlikely to materialise. 

Will have a longer-range look shortly. https://t.co/c7AcUDzC9L"
7470,16:17.3,PvForecast,23/12/2022 12:24,1.60626E+18,"gewoon een leuk Hoogje boven zuid #scandinavie 
#winter https://t.co/blRfjiQYCm"
7471,16:17.3,Petagna,23/12/2022 11:56,1.60626E+18,"GFS predicting a massive reversal in #temperatures N America next 7 days

Widespread bitter cold to anomalous warmth
..(the opposite for 'SW' region) https://t.co/bkps93iO8J"
7472,16:17.3,PvForecast,23/12/2022 11:50,1.60626E+18,"interesting 1Hpa run max 97 m/s zonal down to 47 m/s zonal #january2023 
let #thewintergames begin #winter https://t.co/beBT7jZkFx"
7473,16:17.3,Petagna,23/12/2022 10:39,1.60624E+18,"#Metoffice yellow warning for #snow and #ice issued #Christmas day into #BoxingDay 

#weatheraware https://t.co/zHrP8CUXQk"
7474,16:17.3,Petagna,23/12/2022 10:34,1.60624E+18,The huge #winter storm in the US creating widespread wintry hazards and driving bitterly cold 🥶 air down from the N https://t.co/bqDuPmaeNp
7475,16:17.3,metdesk,23/12/2022 10:02,1.60623E+18,A mind-boggling surge of cold over the USA right now. Some places are 25 degrees colder than this time yesterday. Here's how it looked at 8UTC today. #cold https://t.co/ZkwtMyPa14
7476,16:17.3,peacockreports,23/12/2022 10:01,1.60623E+18,"Set for a new record high annual mean daily maximum here, could well be over 0.3°C above the current record held by 2020.

Different story with the mean daily minimum, which looked to fall short even before the very low numbers set by the Dec cold spell. https://t.co/YXHyT73AL3"
7478,16:17.3,PvForecast,23/12/2022 9:21,1.60622E+18,Heavy #snow West  #norway today #WinterWonderland #winter https://t.co/fM7tua2pJS
7479,16:17.3,PvForecast,23/12/2022 8:42,1.60621E+18,"US forecast after the #BombCyclone 
if the connection is right between the LOW and #jetstream position into europe now then europe will  see the #winter days soon again https://t.co/Ewqoy0SH3k"
7480,16:17.3,PvForecast,23/12/2022 8:21,1.6062E+18,on the watch #polarvortex #winter #January https://t.co/UHSItXiahU
7481,16:17.3,TWOweather,23/12/2022 7:51,1.6062E+18,"ECM, GFS &amp; GEM all show a tendency for high pressure over continental Europe in early January. Form horse in the ""modern winter"" as some call it. Usually  keeps the UK mild with disturbances weakening as they push into the south east. The pattern was less common in the 1960s https://t.co/5cfvtJnG3j"
7482,16:17.3,PvForecast,23/12/2022 7:35,1.60619E+18,"#winter 2022 #december #norge 
 a good #friday to all https://t.co/Nn1WflEhub"
7483,16:17.3,PvForecast,23/12/2022 7:25,1.60619E+18,possible #SSW near start #January 2023 https://t.co/gK8WV6kQXv
7484,16:17.3,PvForecast,23/12/2022 6:49,1.60618E+18,#iceland very cold now too #winter https://t.co/U7XGp0Cb7p
7485,16:17.3,PvForecast,23/12/2022 6:45,1.60618E+18,"#USA a dangerous #Polarvortex #winter system 
stay safe US followers  
greetings from Norway https://t.co/yPMOHUUZ8B"
7486,16:17.3,TheSnowDreamer,23/12/2022 0:01,1.60608E+18,"Slight difference! 

~10C above average in parts of western Europe and large area 20C below normal in North America. The cold is of course more impressive. https://t.co/61t5sVrVJx"
7487,16:17.3,Petagna,22/12/2022 23:03,1.60606E+18,"Baby, it's cold 🥶 outside ...

Latest #temperature and #windchill values N America

A spot -52C! https://t.co/NVV7nH6oYI"
7488,16:17.3,TWOweather,22/12/2022 21:59,1.60605E+18,Bitterly cold tomorrow over a big area of the country* https://t.co/fnNBrZNPbt *USA https://t.co/nhKxNrY8V8
7489,16:17.3,peacockreports,22/12/2022 21:16,1.60604E+18,"It's probably a bit quick with the progression but the 12z JMA (Japanese Met. Agency) forecast model run gives an idea how the MJO moving into phase 6 might start to alter the N. Atlantic weather pattern by early Jan.

Storm track shifts south, then slows with lows disrupting. https://t.co/pJHRdmM6um"
7490,16:17.3,Petagna,22/12/2022 20:31,1.60602E+18,"#LaNina still going strong in the central Equatorial Pacific

Signs of weakening further east (1+2 region)

Still expected to return to neutral in the coming months

Remember for the UK the main La Nina teleconnection points towards a milder, wetter 2nd half to #winter https://t.co/o7nuTHqFH2"
7491,16:17.3,NickJF75,22/12/2022 20:29,1.60602E+18,That's one badass cold front sweeping USA 🥶 https://t.co/85jfekFxMq
7492,16:17.3,TheSnowDreamer,22/12/2022 19:10,1.606E+18,"Not feeling very Christmassy… dark, damp and mild. Bring back the cold! https://t.co/Ws5MgaSNBY"
7493,16:17.3,Met4CastUK,22/12/2022 19:10,1.606E+18,"🔴 Red 🔴

Current guidance suggests cold/snowy weather is unlikely in the next 2 weeks besides a brief colder spell over Christmas. 

The weather looks likely to be predominantly westerly. https://t.co/H2aBBOD474"
7494,16:17.3,NickJF75,22/12/2022 18:52,1.606E+18,IGUANA WATCH 🦎 🤕⚠️ for falling Iguanas from trees in Florida because of the extreme cold sweeping USA! Not your usual weather watch from me. https://t.co/S1BRu52Ftl
7495,16:17.3,PvForecast,22/12/2022 18:30,1.60599E+18,the next part for #winter #january2023 https://t.co/fexLwCwsRV
7496,16:17.3,PvForecast,22/12/2022 18:09,1.60599E+18,#january2023 i cant wait MJO 7 #WINTER https://t.co/EQGehPJrXy
7497,16:17.3,NickJF75,22/12/2022 16:37,1.60597E+18,"-50F or -45C recorded in Montana, U.S.A this afternoon, can't even begin to imagine how cold that is. Not something I'd want to experience outside without proper advice. It's so cold some temperature sensors have stopped working or reached their operational limit. https://t.co/BEtpFZy8f1"
7498,16:20.3,TheSnowDreamer,22/12/2022 16:36,1.60597E+18,"White Christmas for Glasgow I think. Showers will concentrate in west of Scotland, NW England, N Wales &amp; Ireland/Northern Ireland they will turn increasingly to snow late in the day. https://t.co/NAMJe6mP29"
7499,16:20.3,PvForecast,22/12/2022 16:35,1.60597E+18,AO NAO and PNA #winter https://t.co/pKN2jqSazC
7500,16:20.3,PvForecast,22/12/2022 16:13,1.60596E+18,#winter 2022 #norge @judah47 @Alpenweerman @MeteoMark @HenkN76 @KeremOktenMeteo @TradeWpower @DrAHButler @DrSAHenderson @Veir_Geir @VaerTorsten @ROrage09 @peacockreports @Jelle_Muller @u https://t.co/TLbzncC2Um
7501,16:20.3,PvForecast,22/12/2022 15:59,1.60596E+18,seems alot of #snow heading into #scotland #christmas  on sunday/monday https://t.co/7kO2KV13Bi
7502,16:20.3,TheSnowDreamer,22/12/2022 15:51,1.60595E+18,"The dangerous Arctic cold continues marching on. Exceptionally low temperatures this morning. 

Cheyenne, Wyoming fell to -26° this AM their 2nd lowest temperature for the month of December since records began in 1872. https://t.co/e3PV1P2y4A"
7503,16:20.3,PvForecast,22/12/2022 14:01,1.60593E+18,as seen #cold arctic air is heading south over #norway https://t.co/yXVfzU08U7
7504,16:20.3,peacockreports,21/12/2022 21:55,1.60568E+18,Fascinated by the forecast models predicting a classic MJO phase 5 response next week with the major exception that the Pacific setup is completely flipped around. https://t.co/vt23lCqZN6
7505,16:20.3,judah47,21/12/2022 20:17,1.60566E+18,"The #PolarVortex is expected to ""circle the wagons"" keeping all the #cold air confined within the Arctic circle in early Jan. But I also see pieces on the atmospheric field that could lead to a new attack on the PV &amp; free some cold air. Blog is now public: https://t.co/Gg8N2KHLUk https://t.co/7ZOs7sC6x4"
7506,16:20.3,PvForecast,21/12/2022 19:50,1.60565E+18,#cold in south #norway 24th https://t.co/8Z80Qd5PtC
7507,16:20.3,NickJF75,21/12/2022 18:21,1.60563E+18,"Brutal cold sweeping south across much of the USA by the end of the week, with dangerous wind chill. For example -53F / -47C in Montana to 12F / -11C as far south as northern Florida. Risk of frostbite with even short exposure to these lower wind chills. Warms up by the New Year. https://t.co/QLDLOvhCRb"
7508,16:20.3,TWOweather,21/12/2022 18:10,1.60563E+18,GFS 16 days of Christmas: This afternoon's update suggests a rather cold day in the north with a good chance of a technical white Christmas in places. Mild in the south. That's how the cookie crumbles... https://t.co/U7KMfgZWct https://t.co/CVkvZcshRw
7509,16:20.3,TheSnowDreamer,21/12/2022 18:00,1.60562E+18,"Weather whiplash in US… extreme cold currently charging southeast, then widespread well above average temperatures are favoured by new year. It’s not a case they’re stealing cold the longer range outlook is very mild. More unclear in Europe but nothing to suggest a freeze atm. https://t.co/CVc7tl5gGs"
7510,16:20.3,PvForecast,13/12/2022 14:14,1.60267E+18,see that crazy AO again diving after 20th dec #winter https://t.co/k8Gx0TRLuC
7511,16:20.3,TheSnowDreamer,21/12/2022 16:40,1.6056E+18,"It’s a frigid morning in northern plains -36C / -33F in Montana at Havre City-County Airport, with windchill, feel like temperatures of -50C /-58F has been observed. 

In such low temperatures you can get frostbite in less than 5 minutes. Deadly cold. https://t.co/a6jD45iV5X"
7512,16:20.3,peacockreports,21/12/2022 16:30,1.6056E+18,"Finally got round to weighing up the recent cold spell against other high-end events in my local area records back to 1943.

Coldest mean daily min is impressive albeit across 'only' 11 days. Ranked 6th for both duration &amp; my combined score metric but only 8th for mean daily max. https://t.co/TJUDuuNfB8"
7513,16:20.3,Met4CastUK,21/12/2022 14:44,1.60558E+18,"Using a blend of the EPS/MOGREPS a colder snap does seem likely 25th &gt; 27th before a probable return to average.

Snow most likely but perhaps not exclusively in the north. https://t.co/oM2ZqE7vxE"
7514,16:20.3,judah47,21/12/2022 14:32,1.60557E+18,"As the debate about climate change and severe #winter weather heats up this week, here is some perspective from one the best communicators in climate science! https://t.co/cpU0GFtQiU"
7515,16:20.3,PvForecast,21/12/2022 13:32,1.60556E+18,MJO forecast #December #January https://t.co/6iuyiMcKND
7516,16:20.3,TWOweather,21/12/2022 10:48,1.60552E+18,GFS 06z will interest a few I suspect. It shows a big rain to snow event in southern Britain on #BoxingDay - unlikely but something to keep an eye on. Check out snow depth forecasts here https://t.co/sq2ZOhEM23 https://t.co/ZXnIB4A7wm
7517,16:20.3,TWOweather,21/12/2022 8:29,1.60548E+18,GEFS 00z postage stamps for New Year's Eve favour mild conditions in the south with a greater risk of it being cold in the north https://t.co/fIwC6L1SgQ
7518,16:20.3,TWOweather,21/12/2022 8:27,1.60548E+18,"GFS 16 days of Christmas: Cold in the north, mild in the south. Technical white Christmas possible in Scotland, N Ireland, northern England &amp; perhaps high ground in N Wales later in the day. Details still firming up https://t.co/U7KMfgZWct https://t.co/4SAT7DNnGq"
7519,16:20.3,PvForecast,21/12/2022 7:57,1.60547E+18,#Scandinavia 24th @Veir_Geir @VaerTorsten #winter https://t.co/5ecl945R5C
7520,16:20.3,SimonLeeWx,21/12/2022 3:50,1.60541E+18,"(in Moleman’s voice)
“I need the most cold air advection you have… no, that’s too much” https://t.co/mqe4iqeZ9j"
7521,16:20.3,judah47,21/12/2022 0:31,1.60536E+18,Not sure I have been complimented as making folks smarter but hopefully some illuminating discussion and some ideas to kick around for debate relevant to the upcoming severe winter weather and climate change. https://t.co/QmgfoQFZz4
7522,16:20.3,Petagna,21/12/2022 0:02,1.60535E+18,"Possible set up later this week-

Intense cold from NW meeting warm air from SE to create significant #WinterStorm N America

High pressure to its east perhaps shifted into a favourable position to help draw down colder Nly air into the UK

One to keep 👀

Uncertainty in forecast https://t.co/p3sbvOBMG2"
7523,16:20.3,Petagna,20/12/2022 23:29,1.60534E+18,"Intense cold air sweeping S and E  across N America next few days, meeting warm air from the S and E to create a significant #winter storm https://t.co/ZvqaLnmedY"
7524,16:20.3,PvForecast,20/12/2022 21:02,1.60531E+18,#scotland and #ireland 25/26 #december #snow https://t.co/krWHqOaHKm
7525,16:20.3,TheSnowDreamer,20/12/2022 20:57,1.60531E+18,"That’s what you call uncertainty, between the coldest and warmest model run from GEFS… in early 2023, in London there is a 20C spread. Confidence on outlook remains unusually low even to weekend, probably reasonable to not expect extremes of cold or mild. Trending drier. https://t.co/NmPSGdmB8h"
7526,16:20.3,WeatherProf,20/12/2022 20:27,1.6053E+18,Time to move further south! Folks the new data is in and it's colder. Northerly rather than NW winds - that's important around the Bay Area because we don't get the moderating effect from the mild Gulf waters. Similar wind chills on Christmas morning! @wfla https://t.co/XjPOePzcYb
7527,16:20.3,PvForecast,19/12/2022 17:36,1.60489E+18,beautifull #winter again seen from #christmas to  end of #december #details at the end of this week https://t.co/5qHR1AbpOb
7528,16:20.3,TheSnowDreamer,20/12/2022 20:20,1.6053E+18,"The Arctic is pretty warm at the moment, I say warm loosely. Far east of Russia tho is currently 25C above average. Temps above freezing. At same time… it is 25C below normal in Alaska &amp; western Canada. Extreme warmth helps also explain extreme cold. This is how weather works. https://t.co/DAvAipROEx"
7529,16:20.3,TheSnowDreamer,20/12/2022 20:08,1.60529E+18,It’s not cold but a great deal cooler than last night. It hovered about 13C all night simply too warm. I had bedside window open all night. https://t.co/Uyeg2Dukt9
7530,16:20.3,Petagna,20/12/2022 19:54,1.60529E+18,"Let battle 🤺 commence!

Interesting end to the week, heading into the #Christmas #weekend

Tussle between mild air across the south of the UK, and cold air trying to return from the north

One to 👀 https://t.co/ClsmD5N3tI"
7531,16:20.3,TheSnowDreamer,20/12/2022 17:48,1.60526E+18,"The worst December cold in more than 30 years is advancing into Lower 48. #tundra #bigfreeze 

One station in Yukon, Canada are reporting -51.7C/-62F https://t.co/bRJ6MMfSMr"
7532,16:20.3,PvForecast,20/12/2022 14:16,1.60521E+18,AO NAO and PNA https://t.co/N5j68osEmN
7533,16:20.3,MetRyan96,20/12/2022 13:32,1.60519E+18,"So much going on for modelling to resolve for late Dec and early Jan

MJO, uptick in AAM, Strat PV perhaps trying to imprint into the trop (but how long for if it does) 

Then GFS displacing the Strat PV early Jan away from Greenland to Siberian side

Lots of ? https://t.co/SRAiUo3UtZ"
